en:bates-poupata_v_maji:0:shuff:1,cs:bates-poupata_v_maji:0:shuff:1,helped,help,pomohl,pomoci,pf
en:bates-poupata_v_maji:0:shuff:2,cs:bates-poupata_v_maji:0:shuff:2,plaited,plait,spleteny,splést,pf
en:bates-poupata_v_maji:0:shuff:14,cs:bates-poupata_v_maji:0:shuff:10,led,lead,vedly,vést,impf
en:bates-poupata_v_maji:0:shuff:14,cs:bates-poupata_v_maji:0:shuff:10,take,take,vedly,vést,impf
en:bates-poupata_v_maji:0:shuff:14,cs:bates-poupata_v_maji:0:shuff:10,led,lead,vedly,vést,impf
en:bates-poupata_v_maji:0:shuff:14,cs:bates-poupata_v_maji:0:shuff:10,take,take,vedly,vést,impf
en:bates-poupata_v_maji:0:shuff:15,cs:bates-poupata_v_maji:0:shuff:11,seen,see,viděl,vidět,impf
en:bates-poupata_v_maji:0:shuff:19,cs:bates-poupata_v_maji:0:shuff:14,understand,understand,Nechápu,chápat,impf
en:bates-poupata_v_maji:0:shuff:25,cs:bates-poupata_v_maji:0:shuff:18,needed,need,muselo,muset,impf
en:bates-poupata_v_maji:0:shuff:25,cs:bates-poupata_v_maji:0:shuff:18,keep,keep,starat,starat,impf
en:bates-poupata_v_maji:0:shuff:25,cs:bates-poupata_v_maji:0:shuff:18,keep,keep,měla,mít,impf
en:bates-poupata_v_maji:0:shuff:25,cs:bates-poupata_v_maji:0:shuff:18,keep,keep,měly,mít,impf
en:bates-poupata_v_maji:0:shuff:26,cs:bates-poupata_v_maji:0:shuff:19,wait,wait,obsluhovali,obsluhovat,impf
en:bates-poupata_v_maji:0:shuff:26,cs:bates-poupata_v_maji:0:shuff:19,wait,wait,obsluhovali,obsluhovat,impf
en:bates-poupata_v_maji:0:shuff:26,cs:bates-poupata_v_maji:0:shuff:19,wait,wait,obsluhovali,obsluhovat,impf
en:bates-poupata_v_maji:0:shuff:26,cs:bates-poupata_v_maji:0:shuff:19,wait,wait,obsluhovali,obsluhovat,impf
en:bates-poupata_v_maji:0:shuff:28,cs:bates-poupata_v_maji:0:shuff:21,afforded,afford,dovolit,dovolit,pf
en:bates-poupata_v_maji:0:shuff:33,cs:bates-poupata_v_maji:0:shuff:25,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:42,cs:bates-poupata_v_maji:0:shuff:31,Say,say,Řekni,říci,pf
en:bates-poupata_v_maji:0:shuff:43,cs:bates-poupata_v_maji:0:shuff:32,discovered,discover,zjistil,zjistit,pf
en:bates-poupata_v_maji:0:shuff:44,cs:bates-poupata_v_maji:0:shuff:33,fill,fill,naplnil,naplnit,pf
en:bates-poupata_v_maji:0:shuff:45,cs:bates-poupata_v_maji:0:shuff:34,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:46,cs:bates-poupata_v_maji:0:shuff:35,feel,feel,Necítíš,cítit,impf
en:bates-poupata_v_maji:0:shuff:48,cs:bates-poupata_v_maji:0:shuff:37,thought,think,Myslela,myslet,impf
en:bates-poupata_v_maji:0:shuff:48,cs:bates-poupata_v_maji:0:shuff:37,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:49,cs:bates-poupata_v_maji:0:shuff:38,telling,tell,říkali,říkat,impf
en:bates-poupata_v_maji:0:shuff:50,cs:bates-poupata_v_maji:0:shuff:39,need,need,potřebuje,potřebovat,impf
en:bates-poupata_v_maji:0:shuff:54,cs:bates-poupata_v_maji:0:shuff:42,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:57,cs:bates-poupata_v_maji:0:shuff:45,ask,ask,ptal,ptát,impf
en:bates-poupata_v_maji:0:shuff:57,cs:bates-poupata_v_maji:0:shuff:45,trying,try,pokoušel,pokoušet,impf
en:bates-poupata_v_maji:0:shuff:57,cs:bates-poupata_v_maji:0:shuff:45,confessed,confess,přiznal,přiznat,pf
en:bates-poupata_v_maji:0:shuff:58,cs:bates-poupata_v_maji:0:shuff:46,see,see,viděl,vidět,impf
en:bates-poupata_v_maji:0:shuff:64,cs:bates-poupata_v_maji:0:shuff:51,do,do,děláme,dělat,impf
en:bates-poupata_v_maji:0:shuff:65,cs:bates-poupata_v_maji:0:shuff:52,remarked,remark,poznamenal,poznamenat,pf
en:bates-poupata_v_maji:0:shuff:66,cs:bates-poupata_v_maji:0:shuff:53,make,make,Udělám,udělat,pf
en:bates-poupata_v_maji:0:shuff:66,cs:bates-poupata_v_maji:0:shuff:53,said,say,prohlásil,prohlásit,pf
en:bates-poupata_v_maji:0:shuff:68,cs:bates-poupata_v_maji:0:shuff:56,remembered,remember,vzpomínal,vzpomínat,impf
en:bates-poupata_v_maji:0:shuff:70,cs:bates-poupata_v_maji:0:shuff:58,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:75,cs:bates-poupata_v_maji:0:shuff:64,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:77,cs:bates-poupata_v_maji:0:shuff:66,understand,understand,nerozumí,rozumět,impf
en:bates-poupata_v_maji:0:shuff:83,cs:bates-poupata_v_maji:0:shuff:71,ask,ask,požádat,požádat,pf
en:bates-poupata_v_maji:0:shuff:87,cs:bates-poupata_v_maji:0:shuff:75,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:88,cs:bates-poupata_v_maji:0:shuff:76,wearing,wear,měla,mít,impf
en:bates-poupata_v_maji:0:shuff:89,cs:bates-poupata_v_maji:0:shuff:77,ask,ask,nezeptal,zeptat,pf
en:bates-poupata_v_maji:0:shuff:89,cs:bates-poupata_v_maji:0:shuff:77,tell,tell,neřekla,říci,pf
en:bates-poupata_v_maji:0:shuff:92,cs:bates-poupata_v_maji:0:shuff:80,kept,keep,chovala,chovat,impf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,got,get,přinesla,přinést,pf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,brought,bring,přinesla,přinést,pf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,went,go,začala,začít,pf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,began,begin,začala,začít,pf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,open,open,začala,začít,pf
en:bates-poupata_v_maji:0:shuff:94,cs:bates-poupata_v_maji:0:shuff:82,open,open,otevírat,otevírat,impf
en:bates-poupata_v_maji:0:shuff:95,cs:bates-poupata_v_maji:0:shuff:83,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:97,cs:bates-poupata_v_maji:0:shuff:85,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:104,cs:bates-poupata_v_maji:0:shuff:94,laid,lay,Položil,položit,pf
en:bates-poupata_v_maji:0:shuff:112,cs:bates-poupata_v_maji:0:shuff:104,thought,think,mínila,mínit,impf
en:bates-poupata_v_maji:0:shuff:114,cs:bates-poupata_v_maji:0:shuff:108,see,see,spatřil,spatřit,pf
en:bates-poupata_v_maji:0:shuff:115,cs:bates-poupata_v_maji:0:shuff:109,wearing,wear,Měla,mít,impf
en:bates-poupata_v_maji:0:shuff:117,cs:bates-poupata_v_maji:0:shuff:111,see,see,viděl,vidět,impf
en:bates-poupata_v_maji:0:shuff:117,cs:bates-poupata_v_maji:0:shuff:111,flying,fly,letí,letět,impf
en:bates-poupata_v_maji:0:shuff:118,cs:bates-poupata_v_maji:0:shuff:112,clasped,clasp,sevřel,sevřít,pf
en:bates-poupata_v_maji:0:shuff:119,cs:bates-poupata_v_maji:0:shuff:113,landed,land,přistál,přistát,pf
en:bates-poupata_v_maji:0:shuff:121,cs:bates-poupata_v_maji:0:shuff:115,offered,offer,nabídla,nabídnout,pf
en:bates-poupata_v_maji:0:shuff:121,cs:bates-poupata_v_maji:0:shuff:115,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:122,cs:bates-poupata_v_maji:0:shuff:116,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:124,cs:bates-poupata_v_maji:0:shuff:118,remember,remember,vzpomenout,vzpomenout,pf
en:bates-poupata_v_maji:0:shuff:127,cs:bates-poupata_v_maji:0:shuff:120,use,use,využil,využít,pf
en:bates-poupata_v_maji:0:shuff:127,cs:bates-poupata_v_maji:0:shuff:120,paid,pay,platí,platit,impf
en:bates-poupata_v_maji:0:shuff:130,cs:bates-poupata_v_maji:0:shuff:123,urged,urge,doporučoval,doporučovat,impf
en:bates-poupata_v_maji:0:shuff:135,cs:bates-poupata_v_maji:0:shuff:128,brought,bring,přinášeli,přinášet,impf
en:bates-poupata_v_maji:0:shuff:138,cs:bates-poupata_v_maji:0:shuff:130,looking,look,Koukejte,koukat,impf
en:bates-poupata_v_maji:0:shuff:143,cs:bates-poupata_v_maji:0:shuff:134,started,start,začala,začít,pf
en:bates-poupata_v_maji:0:shuff:148,cs:bates-poupata_v_maji:0:shuff:138,call,call,říkat,říkat,impf
en:bates-poupata_v_maji:0:shuff:149,cs:bates-poupata_v_maji:0:shuff:139,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:152,cs:bates-poupata_v_maji:0:shuff:142,discovered,discover,objevil,objevit,pf
en:bates-poupata_v_maji:0:shuff:153,cs:bates-poupata_v_maji:0:shuff:143,liked,like,Chutnala,chutnat,impf
en:bates-poupata_v_maji:0:shuff:154,cs:bates-poupata_v_maji:0:shuff:144,kept,keep,měla,mít,impf
en:bates-poupata_v_maji:0:shuff:154,cs:bates-poupata_v_maji:0:shuff:144,bringing,bring,přinášel,přinášet,impf
en:bates-poupata_v_maji:0:shuff:155,cs:bates-poupata_v_maji:0:shuff:145,gone,go,odešli,odejít,pf
en:bates-poupata_v_maji:0:shuff:157,cs:bates-poupata_v_maji:0:shuff:146,fetch,fetch,přines,přinést,pf
en:bates-poupata_v_maji:0:shuff:161,cs:bates-poupata_v_maji:0:shuff:151,write,write,psát,psát,impf
en:bates-poupata_v_maji:0:shuff:162,cs:bates-poupata_v_maji:0:shuff:152,join,join,připojil,připojit,pf
en:bates-poupata_v_maji:0:shuff:162,cs:bates-poupata_v_maji:0:shuff:152,thinking,think,pomyslel,pomyslet,pf
en:bates-poupata_v_maji:0:shuff:163,cs:bates-poupata_v_maji:0:shuff:153,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:167,cs:bates-poupata_v_maji:0:shuff:157,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:169,cs:bates-poupata_v_maji:0:shuff:159,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:170,cs:bates-poupata_v_maji:0:shuff:160,opened,open,otevřela,otevřít,pf
en:bates-poupata_v_maji:0:shuff:177,cs:bates-poupata_v_maji:0:shuff:166,want,want,Nechci,chtít,impf
en:bates-poupata_v_maji:0:shuff:177,cs:bates-poupata_v_maji:0:shuff:166,sit,sit,sedět,sedět,impf
en:bates-poupata_v_maji:0:shuff:177,cs:bates-poupata_v_maji:0:shuff:166,said,say,pravila,pravit,pf
en:bates-poupata_v_maji:0:shuff:179,cs:bates-poupata_v_maji:0:shuff:168,want,want,Chci,chtít,impf
en:bates-poupata_v_maji:0:shuff:179,cs:bates-poupata_v_maji:0:shuff:168,sit,sit,sedět,sedět,impf
en:bates-poupata_v_maji:0:shuff:180,cs:bates-poupata_v_maji:0:shuff:169,demonstrated,demonstrate,předvedl,předvést,pf
en:bates-poupata_v_maji:0:shuff:183,cs:bates-poupata_v_maji:0:shuff:174,disappeared,disappear,zmizeli,zmizet,pf
