en:Francis-Drahy_cas:0:shuff:7,cs:Francis-Drahy_cas:0:shuff:6,loved,love,miluji,milovat,impf
en:Francis-Drahy_cas:0:shuff:13,cs:Francis-Drahy_cas:0:shuff:11,handed,hand,podal,podat,pf
en:Francis-Drahy_cas:0:shuff:13,cs:Francis-Drahy_cas:0:shuff:11,watched,watch,díval,dívat,impf
en:Francis-Drahy_cas:0:shuff:21,cs:Francis-Drahy_cas:0:shuff:17,looking,look,podíval,podívat,pf
en:Francis-Drahy_cas:0:shuff:30,cs:Francis-Drahy_cas:0:shuff:26,taking,take,bral,brát,impf
en:Francis-Drahy_cas:0:shuff:30,cs:Francis-Drahy_cas:0:shuff:26,stolen,steal,ukradlo,ukrást,pf
en:Francis-Drahy_cas:0:shuff:33,cs:Francis-Drahy_cas:0:shuff:28,said,say,řekl,říci,pf
en:Francis-Drahy_cas:0:shuff:36,cs:Francis-Drahy_cas:0:shuff:30,stopped,stop,Zůstal,zůstat,pf
en:Francis-Drahy_cas:0:shuff:42,cs:Francis-Drahy_cas:0:shuff:36,put,put,Položil,položit,pf
en:Francis-Drahy_cas:0:shuff:42,cs:Francis-Drahy_cas:0:shuff:36,considered,consider,uvažoval,uvažovat,impf
en:Francis-Drahy_cas:0:shuff:50,cs:Francis-Drahy_cas:0:shuff:45,came,come,přiletěli,přiletět,pf
en:Francis-Drahy_cas:0:shuff:57,cs:Francis-Drahy_cas:0:shuff:54,got,get,dostat,dostat,pf
en:Francis-Drahy_cas:0:shuff:57,cs:Francis-Drahy_cas:0:shuff:54,get,get,dostat,dostat,pf
en:Francis-Drahy_cas:0:shuff:61,cs:Francis-Drahy_cas:0:shuff:59,disappeared,disappear,Zmizela,zmizet,pf
en:Francis-Drahy_cas:0:shuff:80,cs:Francis-Drahy_cas:0:shuff:73,narrowed,narrow,zúžily,zúžit,pf
en:Francis-Drahy_cas:0:shuff:80,cs:Francis-Drahy_cas:0:shuff:73,narrowed,narrow,zúžily,zúžit,pf
en:Francis-Drahy_cas:0:shuff:80,cs:Francis-Drahy_cas:0:shuff:73,narrowed,narrow,zúžily,zúžit,pf
en:Francis-Drahy_cas:0:shuff:80,cs:Francis-Drahy_cas:0:shuff:73,narrowed,narrow,zúžily,zúžit,pf
en:Francis-Drahy_cas:0:shuff:85,cs:Francis-Drahy_cas:0:shuff:79,lasted,last,trval,trvat,impf
en:Francis-Drahy_cas:0:shuff:93,cs:Francis-Drahy_cas:0:shuff:90,land,land,přistanete,přistát,pf
en:Francis-Drahy_cas:0:shuff:98,cs:Francis-Drahy_cas:0:shuff:97,report,report,hlásí,hlásit,impf
en:Francis-Drahy_cas:0:shuff:98,cs:Francis-Drahy_cas:0:shuff:97,turned,turn,změnilo,změnit,pf
en:Francis-Drahy_cas:0:shuff:109,cs:Francis-Drahy_cas:0:shuff:105,thumped,thump,bilo,bít,impf
en:Francis-Drahy_cas:0:shuff:112,cs:Francis-Drahy_cas:0:shuff:108,telephoned,telephone,Volala,volat,impf
en:Francis-Drahy_cas:0:shuff:115,cs:Francis-Drahy_cas:0:shuff:110,flying,fly,letím,letět,impf
en:Francis-Drahy_cas:0:shuff:116,cs:Francis-Drahy_cas:0:shuff:111,ask,ask,Poprosíš,poprosit,pf
en:Francis-Drahy_cas:0:shuff:116,cs:Francis-Drahy_cas:0:shuff:111,talk,talk,promluvila,promluvit,pf
en:Francis-Drahy_cas:0:shuff:120,cs:Francis-Drahy_cas:0:shuff:115,walk,walk,doprovodil,doprovodit,pf
en:Francis-Drahy_cas:0:shuff:120,cs:Francis-Drahy_cas:0:shuff:115,fetching,fetch,došel,dojít,pf
en:Francis-Drahy_cas:0:shuff:120,cs:Francis-Drahy_cas:0:shuff:115,gone,go,odejít,odejít,pf
en:Francis-Drahy_cas:0:shuff:120,cs:Francis-Drahy_cas:0:shuff:115,leave,leave,odejít,odejít,pf
en:Francis-Drahy_cas:0:shuff:128,cs:Francis-Drahy_cas:0:shuff:121,hope,hope,Doufám,doufat,impf
en:Francis-Drahy_cas:0:shuff:129,cs:Francis-Drahy_cas:0:shuff:122,say,say,říkal,říkat,impf
en:Francis-Drahy_cas:0:shuff:133,cs:Francis-Drahy_cas:0:shuff:125,looked,look,podívala,podívat,pf
en:Francis-Drahy_cas:0:shuff:134,cs:Francis-Drahy_cas:0:shuff:126,mean,mean,myslel,myslet,impf
