en:lindgren-pippi:0:shuff:1,cs:lindgren-pippi:0:shuff:1,do,do,nedělají,dělat,impf
en:lindgren-pippi:0:shuff:1,cs:lindgren-pippi:0:shuff:1,do,do,nedělají,dělat,impf
en:lindgren-pippi:0:shuff:4,cs:lindgren-pippi:0:shuff:5,whispered,whisper,zašeptala,zašeptat,pf
en:lindgren-pippi:0:shuff:6,cs:lindgren-pippi:0:shuff:7,Come,come,Pojďme,jít,impf
en:lindgren-pippi:0:shuff:6,cs:lindgren-pippi:0:shuff:7,go,go,Pojďme,jít,impf
en:lindgren-pippi:0:shuff:10,cs:lindgren-pippi:0:shuff:11,walking,walk,chodím,chodit,impf
en:lindgren-pippi:0:shuff:10,cs:lindgren-pippi:0:shuff:11,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:13,cs:lindgren-pippi:0:shuff:13,walks,walk,chodí,chodit,impf
en:lindgren-pippi:0:shuff:14,cs:lindgren-pippi:0:shuff:14,asked,ask,zeptal,zeptat,pf
en:lindgren-pippi:0:shuff:17,cs:lindgren-pippi:0:shuff:17,went,go,šla,jít,impf
en:lindgren-pippi:0:shuff:18,cs:lindgren-pippi:0:shuff:18,opened,open,Otevřela,otevřít,pf
en:lindgren-pippi:0:shuff:20,cs:lindgren-pippi:0:shuff:20,held,hold,držel,držet,impf
en:lindgren-pippi:0:shuff:20,cs:lindgren-pippi:0:shuff:20,held,hold,držel,držet,impf
en:lindgren-pippi:0:shuff:20,cs:lindgren-pippi:0:shuff:20,held,hold,držela,držet,impf
en:lindgren-pippi:0:shuff:20,cs:lindgren-pippi:0:shuff:20,held,hold,držela,držet,impf
en:lindgren-pippi:0:shuff:23,cs:lindgren-pippi:0:shuff:25,allowed,allow,Smí,smět,impf
en:lindgren-pippi:0:shuff:24,cs:lindgren-pippi:0:shuff:26,said,say,řekl,říci,pf
en:lindgren-pippi:0:shuff:26,cs:lindgren-pippi:0:shuff:27,thought,think,myslet,myslet,impf
en:lindgren-pippi:0:shuff:36,cs:lindgren-pippi:0:shuff:31,hugged,hug,objímat,objímat,impf
en:lindgren-pippi:0:shuff:37,cs:lindgren-pippi:0:shuff:32,heard,hear,uslyšely,uslyšet,pf
en:lindgren-pippi:0:shuff:38,cs:lindgren-pippi:0:shuff:33,said,say,řekl,říci,pf
en:lindgren-pippi:0:shuff:40,cs:lindgren-pippi:0:shuff:35,come,come,přijdeme,přijít,pf
en:lindgren-pippi:0:shuff:40,cs:lindgren-pippi:0:shuff:35,get,get,přijdeme,přijít,pf
en:lindgren-pippi:0:shuff:41,cs:lindgren-pippi:0:shuff:36,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:42,cs:lindgren-pippi:0:shuff:37,climbed,climb,Vylezli,vylézt,pf
en:lindgren-pippi:0:shuff:42,cs:lindgren-pippi:0:shuff:37,climbed,climb,lezla,lézt,impf
en:lindgren-pippi:0:shuff:43,cs:lindgren-pippi:0:shuff:38,came,come,přišli,přijít,pf
en:lindgren-pippi:0:shuff:43,cs:lindgren-pippi:0:shuff:38,ask,ask,poprosit,poprosit,pf
en:lindgren-pippi:0:shuff:47,cs:lindgren-pippi:0:shuff:42,dance,dance,tančit,tančit,impf
en:lindgren-pippi:0:shuff:50,cs:lindgren-pippi:0:shuff:44,staying,stay,zůstane,zůstat,pf
en:lindgren-pippi:0:shuff:50,cs:lindgren-pippi:0:shuff:44,get,get,zůstane,zůstat,pf
en:lindgren-pippi:0:shuff:50,cs:lindgren-pippi:0:shuff:44,get,get,dostane,dostat,pf
en:lindgren-pippi:0:shuff:52,cs:lindgren-pippi:0:shuff:47,offered,offer,nabídl,nabídnout,pf
en:lindgren-pippi:0:shuff:57,cs:lindgren-pippi:0:shuff:54,came,come,přišel,přijít,pf
en:lindgren-pippi:0:shuff:58,cs:lindgren-pippi:0:shuff:55,scolded,scold,nadávala,nadávat,impf
en:lindgren-pippi:0:shuff:59,cs:lindgren-pippi:0:shuff:56,believe,believe,nemyslíš,myslet,impf
en:lindgren-pippi:0:shuff:59,cs:lindgren-pippi:0:shuff:56,live,live,vydržel,vydržet,pf
en:lindgren-pippi:0:shuff:63,cs:lindgren-pippi:0:shuff:59,let,let,nechat,nechat,pf
en:lindgren-pippi:0:shuff:64,cs:lindgren-pippi:0:shuff:60,went,go,šlo,jít,impf
en:lindgren-pippi:0:shuff:64,cs:lindgren-pippi:0:shuff:60,did,do,šlo,jít,impf
en:lindgren-pippi:0:shuff:66,cs:lindgren-pippi:0:shuff:62,reached,reach,Došli,dojít,pf
en:lindgren-pippi:0:shuff:69,cs:lindgren-pippi:0:shuff:65,shouted,shout,křikla,křiknout,pf
en:lindgren-pippi:0:shuff:71,cs:lindgren-pippi:0:shuff:67,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:74,cs:lindgren-pippi:0:shuff:70,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:75,cs:lindgren-pippi:0:shuff:71,looked,look,díval,dívat,impf
en:lindgren-pippi:0:shuff:76,cs:lindgren-pippi:0:shuff:72,begin,begin,začínám,začínat,impf
en:lindgren-pippi:0:shuff:76,cs:lindgren-pippi:0:shuff:72,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:78,cs:lindgren-pippi:0:shuff:74,grappled,grapple,Popadla,popadnout,pf
en:lindgren-pippi:0:shuff:78,cs:lindgren-pippi:0:shuff:74,laid,lay,ležel,ležet,impf
en:lindgren-pippi:0:shuff:80,cs:lindgren-pippi:0:shuff:76,watched,watch,sledovali,sledovat,impf
en:lindgren-pippi:0:shuff:82,cs:lindgren-pippi:0:shuff:78,sat,sit,Sedl,sednout,pf
en:lindgren-pippi:0:shuff:82,cs:lindgren-pippi:0:shuff:78,looked,look,koukal,koukat,impf
en:lindgren-pippi:0:shuff:86,cs:lindgren-pippi:0:shuff:82,held,hold,držela,držet,impf
en:lindgren-pippi:0:shuff:88,cs:lindgren-pippi:0:shuff:84,reached,reach,došli,dojít,pf
en:lindgren-pippi:0:shuff:88,cs:lindgren-pippi:0:shuff:84,heard,hear,zaslechli,zaslechnout,pf
en:lindgren-pippi:0:shuff:89,cs:lindgren-pippi:0:shuff:85,stopped,stop,Zůstali,zůstat,pf
en:lindgren-pippi:0:shuff:89,cs:lindgren-pippi:0:shuff:85,listened,listen,poslouchali,poslouchat,impf
en:lindgren-pippi:0:shuff:95,cs:lindgren-pippi:0:shuff:93,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:96,cs:lindgren-pippi:0:shuff:94,died,die,Umřel,umřít,pf
en:lindgren-pippi:0:shuff:101,cs:lindgren-pippi:0:shuff:99,said,say,řekl,říci,pf
en:lindgren-pippi:0:shuff:101,cs:lindgren-pippi:0:shuff:99,showing,show,ukázal,ukázat,pf
en:lindgren-pippi:0:shuff:102,cs:lindgren-pippi:0:shuff:100,wrote,write,napsal,napsat,pf
en:lindgren-pippi:0:shuff:106,cs:lindgren-pippi:0:shuff:103,wrote,write,napsal,napsat,pf
en:lindgren-pippi:0:shuff:110,cs:lindgren-pippi:0:shuff:107,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:114,cs:lindgren-pippi:0:shuff:111,says,say,řekne,říci,pf
en:lindgren-pippi:0:shuff:120,cs:lindgren-pippi:0:shuff:118,shouted,shout,křičeli,křičet,impf
en:lindgren-pippi:0:shuff:122,cs:lindgren-pippi:0:shuff:121,sat,sit,seděl,sedět,impf
en:lindgren-pippi:0:shuff:133,cs:lindgren-pippi:0:shuff:132,thought,think,přemýšlela,přemýšlet,impf
en:lindgren-pippi:0:shuff:141,cs:lindgren-pippi:0:shuff:140,began,begin,začaly,začít,pf
en:lindgren-pippi:0:shuff:143,cs:lindgren-pippi:0:shuff:143,climbed,climb,lezli,lézt,impf
en:lindgren-pippi:0:shuff:143,cs:lindgren-pippi:0:shuff:143,climbed,climb,lezla,lézt,impf
en:lindgren-pippi:0:shuff:151,cs:lindgren-pippi:0:shuff:151,think,think,Myslím,myslet,impf
en:lindgren-pippi:0:shuff:151,cs:lindgren-pippi:0:shuff:151,think,think,má,mít,impf
en:lindgren-pippi:0:shuff:151,cs:lindgren-pippi:0:shuff:151,said,say,řekla,říci,pf
en:lindgren-pippi:0:shuff:152,cs:lindgren-pippi:0:shuff:152,said,say,řekl,říci,pf
en:lindgren-pippi:0:shuff:152,cs:lindgren-pippi:0:shuff:152,come,come,jít,jít,impf
en:lindgren-pippi:0:shuff:154,cs:lindgren-pippi:0:shuff:155,hurt,hurt,Bolí,bolet,impf
en:lindgren-pippi:0:shuff:157,cs:lindgren-pippi:0:shuff:157,showed,show,ukazovala,ukazovat,impf
en:lindgren-pippi:0:shuff:157,cs:lindgren-pippi:0:shuff:157,kept,keep,měla,mít,impf
en:lindgren-pippi:0:shuff:158,cs:lindgren-pippi:0:shuff:158,bought,buy,nakoupili,nakoupit,pf
en:lindgren-pippi:0:shuff:159,cs:lindgren-pippi:0:shuff:159,gave,give,Dala,dát,pf
en:lindgren-pippi:0:shuff:163,cs:lindgren-pippi:0:shuff:169,heard,hear,uslyšely,uslyšet,pf
en:lindgren-pippi:0:shuff:163,cs:lindgren-pippi:0:shuff:169,came,come,přiběhly,přiběhnout,pf
en:lindgren-pippi:0:shuff:163,cs:lindgren-pippi:0:shuff:169,see,see,podívat,podívat,pf
en:lindgren-pippi:0:shuff:164,cs:lindgren-pippi:0:shuff:170,tossed,toss,vyhodil,vyhodit,pf
en:lindgren-pippi:0:shuff:165,cs:lindgren-pippi:0:shuff:171,said,say,prohlásila,prohlásit,pf
en:lindgren-pippi:0:shuff:165,cs:lindgren-pippi:0:shuff:171,crying,cry,plakala,plakat,impf
en:lindgren-pippi:0:shuff:170,cs:lindgren-pippi:0:shuff:176,water,water,zalila,zalít,pf
en:lindgren-pippi:0:shuff:174,cs:lindgren-pippi:0:shuff:177,behave,behave,chovat,chovat,impf
en:lindgren-pippi:0:shuff:176,cs:lindgren-pippi:0:shuff:181,said,say,neříkej,říkat,impf
en:lindgren-pippi:0:shuff:179,cs:lindgren-pippi:0:shuff:184,learned,learn,naučila,naučit,pf
en:lindgren-pippi:0:shuff:180,cs:lindgren-pippi:0:shuff:185,said,say,řekl,říci,pf
