en:Tolkien-Pan_prstenu_1:0:shuff:2,cs:Tolkien-Pan_prstenu_1:0:shuff:2,sat,sit,seděli,sedět,impf
en:Tolkien-Pan_prstenu_1:0:shuff:2,cs:Tolkien-Pan_prstenu_1:0:shuff:2,looking,look,dívali,dívat,impf
en:Tolkien-Pan_prstenu_1:0:shuff:5,cs:Tolkien-Pan_prstenu_1:0:shuff:4,seen,see,vidět,vidět,impf
en:Tolkien-Pan_prstenu_1:0:shuff:5,cs:Tolkien-Pan_prstenu_1:0:shuff:4,walking,walk,jde,jít,impf
en:Tolkien-Pan_prstenu_1:0:shuff:5,cs:Tolkien-Pan_prstenu_1:0:shuff:4,talking,talk,rozmlouvá,rozmlouvat,impf
en:Tolkien-Pan_prstenu_1:0:shuff:5,cs:Tolkien-Pan_prstenu_1:0:shuff:4,began,begin,začali,začít,pf
en:Tolkien-Pan_prstenu_1:0:shuff:7,cs:Tolkien-Pan_prstenu_1:0:shuff:6,appeared,appear,neobjevil,objevit,pf
en:Tolkien-Pan_prstenu_1:0:shuff:7,cs:Tolkien-Pan_prstenu_1:0:shuff:6,gathered,gather,sbíral,sbírat,impf
en:Tolkien-Pan_prstenu_1:0:shuff:8,cs:Tolkien-Pan_prstenu_1:0:shuff:7,selected,select,vybráni,vybrat,pf
en:Tolkien-Pan_prstenu_1:0:shuff:10,cs:Tolkien-Pan_prstenu_1:0:shuff:9,getting,get,zůstat,zůstat,pf
en:Tolkien-Pan_prstenu_1:0:shuff:10,cs:Tolkien-Pan_prstenu_1:0:shuff:9,getting,get,dostanou,dostat,pf
en:Tolkien-Pan_prstenu_1:0:shuff:15,cs:Tolkien-Pan_prstenu_1:0:shuff:15,leave,leave,opustit,opustit,pf
en:Tolkien-Pan_prstenu_1:0:shuff:15,cs:Tolkien-Pan_prstenu_1:0:shuff:15,see,see,vidět,vidět,impf
en:Tolkien-Pan_prstenu_1:0:shuff:15,cs:Tolkien-Pan_prstenu_1:0:shuff:15,lay,lie,leží,ležet,impf
