en:Lindseyova-Zamilovany:0:shuff:66,cs:Lindseyova-Zamilovany:0:shuff:75,Do,do,nedělej,dělat,impf
en:Lindseyova-Zamilovany:0:shuff:112,cs:Lindseyova-Zamilovany:0:shuff:130,Keeping,keep,necháš,nechat,pf
en:Lindseyova-Zamilovany:0:shuff:277,cs:Lindseyova-Zamilovany:0:shuff:319,Thought,think,myslel,myslet,impf
en:Lindseyova-Zamilovany:0:shuff:277,cs:Lindseyova-Zamilovany:0:shuff:319,Thought,think,myslí,myslet,impf
en:Lindseyova-Zamilovany:0:shuff:410,cs:Lindseyova-Zamilovany:0:shuff:464,Let,let,Nech,nechat,pf
en:Lindseyova-Zamilovany:0:shuff:507,cs:Lindseyova-Zamilovany:0:shuff:572,Ask,ask,zeptej,zeptat,pf
en:Lindseyova-Zamilovany:0:shuff:516,cs:Lindseyova-Zamilovany:0:shuff:582,Finding,find,našli,najít,pf
en:Lindseyova-Zamilovany:0:shuff:540,cs:Lindseyova-Zamilovany:0:shuff:607,Go,go,dělat,dělat,impf
en:Lindseyova-Zamilovany:0:shuff:581,cs:Lindseyova-Zamilovany:0:shuff:650,Doing,do,dělat,dělat,impf
en:Lindseyova-Zamilovany:0:shuff:716,cs:Lindseyova-Zamilovany:0:shuff:813,Think,think,Myslíš,myslet,impf
en:Lindseyova-Zamilovany:0:shuff:762,cs:Lindseyova-Zamilovany:0:shuff:864,Thinks,think,Myslí,myslet,impf
en:Lindseyova-Zamilovany:0:shuff:841,cs:Lindseyova-Zamilovany:0:shuff:952,Stop,stop,Přestaň,přestat,pf
en:Lindseyova-Zamilovany:0:shuff:855,cs:Lindseyova-Zamilovany:0:shuff:966,Recalling,recall,Vzpomínala,vzpomínat,impf
en:Lindseyova-Zamilovany:0:shuff:989,cs:Lindseyova-Zamilovany:0:shuff:1120,Take,take,Dělejte,dělat,impf
en:Lindseyova-Zamilovany:0:shuff:1043,cs:Lindseyova-Zamilovany:0:shuff:1183,Finding,find,našla,najít,pf
en:Lindseyova-Zamilovany:0:shuff:1067,cs:Lindseyova-Zamilovany:0:shuff:1210,Found,find,Sehnala,sehnat,pf
en:Lindseyova-Zamilovany:0:shuff:1133,cs:Lindseyova-Zamilovany:0:shuff:1284,Come,come,pojď,jít,impf
en:Lindseyova-Zamilovany:0:shuff:1281,cs:Lindseyova-Zamilovany:0:shuff:1459,Think,think,přemýšlej,přemýšlet,impf
en:Lindseyova-Zamilovany:0:shuff:1647,cs:Lindseyova-Zamilovany:0:shuff:1863,Raised,raise,vychovávali,vychovávat,impf
en:Lindseyova-Zamilovany:0:shuff:1686,cs:Lindseyova-Zamilovany:0:shuff:1910,Finding,find,najdeš,najít,pf
en:Lindseyova-Zamilovany:0:shuff:1716,cs:Lindseyova-Zamilovany:0:shuff:1944,Kissing,kiss,líbat,líbat,impf
en:Lindseyova-Zamilovany:0:shuff:1806,cs:Lindseyova-Zamilovany:0:shuff:2042,Doubt,doubt,Pochybuju,pochybovat,impf
en:Lindseyova-Zamilovany:0:shuff:1982,cs:Lindseyova-Zamilovany:0:shuff:2240,Mention,mention,vzpomněl,vzpomenout,pf
en:Lindseyova-Zamilovany:0:shuff:2142,cs:Lindseyova-Zamilovany:0:shuff:2426,Admit,admit,přiznej,přiznat,pf
en:Lindseyova-Zamilovany:0:shuff:2185,cs:Lindseyova-Zamilovany:0:shuff:2475,Waited,wait,Čekal,čekat,impf
en:Lindseyova-Zamilovany:0:shuff:2535,cs:Lindseyova-Zamilovany:0:shuff:2866,Correct,correct,opravila,opravit,pf
en:Lindseyova-Zamilovany:0:shuff:2540,cs:Lindseyova-Zamilovany:0:shuff:2871,Come,come,Pojď,jít,impf
en:Lindseyova-Zamilovany:0:shuff:2546,cs:Lindseyova-Zamilovany:0:shuff:2877,Warned,warn,Varoval,varovat,impf
en:Lindseyova-Zamilovany:0:shuff:2598,cs:Lindseyova-Zamilovany:0:shuff:2933,Opening,open,otevřela,otevřít,pf
en:Lindseyova-Zamilovany:0:shuff:2672,cs:Lindseyova-Zamilovany:0:shuff:3017,Seeing,see,uviděl,uvidět,pf
en:Lindseyova-Zamilovany:0:shuff:2759,cs:Lindseyova-Zamilovany:0:shuff:3116,Trying,try,Snažila,snažit,impf
en:Lindseyova-Zamilovany:0:shuff:2856,cs:Lindseyova-Zamilovany:0:shuff:3225,Seeing,see,díval,dívat,impf
en:Lindseyova-Zamilovany:0:shuff:2897,cs:Lindseyova-Zamilovany:0:shuff:3274,Come,come,Pojďte,jít,impf
en:Lindseyova-Zamilovany:0:shuff:3459,cs:Lindseyova-Zamilovany:0:shuff:3912,Tell,tell,Řekni,říci,pf
en:Lindseyova-Zamilovany:0:shuff:3667,cs:Lindseyova-Zamilovany:0:shuff:4153,Come,come,Pojď,jít,impf
en:Lindseyova-Zamilovany:0:shuff:3718,cs:Lindseyova-Zamilovany:0:shuff:4210,Heard,hear,Slyšel,slyšet,impf
en:Lindseyova-Zamilovany:0:shuff:3831,cs:Lindseyova-Zamilovany:0:shuff:4336,Hiding,hide,skrývala,skrývat,impf
