en:Kipling-Kniha_dzun_Mow:0:shuff:1,cs:Kipling-Kniha_dzun_Mow:0:shuff:1,hides,hide,skryje,skrýt,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:2,cs:Kipling-Kniha_dzun_Mow:0:shuff:2,call,call,říkají,říkat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:2,cs:Kipling-Kniha_dzun_Mow:0:shuff:2,call,call,říkají,říkat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:2,cs:Kipling-Kniha_dzun_Mow:0:shuff:2,call,call,říkají,říkat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:2,cs:Kipling-Kniha_dzun_Mow:0:shuff:2,call,call,říkají,říkat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:2,cs:Kipling-Kniha_dzun_Mow:0:shuff:2,run,run,prchají,prchat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:3,cs:Kipling-Kniha_dzun_Mow:0:shuff:3,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:5,cs:Kipling-Kniha_dzun_Mow:0:shuff:5,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:7,cs:Kipling-Kniha_dzun_Mow:0:shuff:7,ran,run,běhali,běhat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:7,cs:Kipling-Kniha_dzun_Mow:0:shuff:7,charge,charge,útočiti,útočit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:7,cs:Kipling-Kniha_dzun_Mow:0:shuff:7,managed,manage,podařilo,podařit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:7,cs:Kipling-Kniha_dzun_Mow:0:shuff:7,turn,turn,obrátiti,obrátit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:7,cs:Kipling-Kniha_dzun_Mow:0:shuff:7,followed,follow,následovali,následovat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:10,cs:Kipling-Kniha_dzun_Mow:0:shuff:10,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:10,cs:Kipling-Kniha_dzun_Mow:0:shuff:10,carried,carry,nosil,nosit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:11,cs:Kipling-Kniha_dzun_Mow:0:shuff:11,told,tell,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:12,cs:Kipling-Kniha_dzun_Mow:0:shuff:12,said,say,odpověděl,odpovědět,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:21,cs:Kipling-Kniha_dzun_Mow:0:shuff:20,running,run,běže,běžet,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:23,cs:Kipling-Kniha_dzun_Mow:0:shuff:22,looked,look,pohlédl,pohlédnout,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:23,cs:Kipling-Kniha_dzun_Mow:0:shuff:22,felt,feel,cítil,cítit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:25,cs:Kipling-Kniha_dzun_Mow:0:shuff:24,go,go,pojďme,jít,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:28,cs:Kipling-Kniha_dzun_Mow:0:shuff:26,wish,wish,nepřáli,přát,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:28,cs:Kipling-Kniha_dzun_Mow:0:shuff:26,get,get,dostati,dostat,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:28,cs:Kipling-Kniha_dzun_Mow:0:shuff:26,give,give,dáti,dát,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:29,cs:Kipling-Kniha_dzun_Mow:0:shuff:27,rounded,round,zahnul,zahnout,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:31,cs:Kipling-Kniha_dzun_Mow:0:shuff:30,left,leave,opustil,opustit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:32,cs:Kipling-Kniha_dzun_Mow:0:shuff:31,felt,feel,cítil,cítit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:32,cs:Kipling-Kniha_dzun_Mow:0:shuff:31,swam,swim,plaval,plavat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:33,cs:Kipling-Kniha_dzun_Mow:0:shuff:32,wanted,want,chtělo,chtít,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:33,cs:Kipling-Kniha_dzun_Mow:0:shuff:32,told,tell,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:35,cs:Kipling-Kniha_dzun_Mow:0:shuff:36,give,give,nedám,dát,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:37,cs:Kipling-Kniha_dzun_Mow:0:shuff:38,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:37,cs:Kipling-Kniha_dzun_Mow:0:shuff:38,trying,try,snaže,snažit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:37,cs:Kipling-Kniha_dzun_Mow:0:shuff:38,get,get,dostati,dostat,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:40,cs:Kipling-Kniha_dzun_Mow:0:shuff:41,hung,hang,visely,viset,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:41,cs:Kipling-Kniha_dzun_Mow:0:shuff:42,grown,grow,vyrostly,vyrůst,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:42,cs:Kipling-Kniha_dzun_Mow:0:shuff:43,tumbled,tumble,zříceny,zřítit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:42,cs:Kipling-Kniha_dzun_Mow:0:shuff:43,hung,hang,visely,viset,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:43,cs:Kipling-Kniha_dzun_Mow:0:shuff:44,waited,wait,čekal,čekat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:44,cs:Kipling-Kniha_dzun_Mow:0:shuff:45,gone,go,odešel,odejít,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:45,cs:Kipling-Kniha_dzun_Mow:0:shuff:46,kill,kill,zabíti,zabít,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:46,cs:Kipling-Kniha_dzun_Mow:0:shuff:47,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:47,cs:Kipling-Kniha_dzun_Mow:0:shuff:48,sit,sit,sedí,sedět,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:47,cs:Kipling-Kniha_dzun_Mow:0:shuff:48,see,see,viděl,vidět,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:48,cs:Kipling-Kniha_dzun_Mow:0:shuff:49,wait,wait,čekej,čekat,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:49,cs:Kipling-Kniha_dzun_Mow:0:shuff:50,went,go,odešli,odejít,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:51,cs:Kipling-Kniha_dzun_Mow:0:shuff:52,believe,believe,myslím,myslet,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:51,cs:Kipling-Kniha_dzun_Mow:0:shuff:52,said,say,řekl,říci,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:52,cs:Kipling-Kniha_dzun_Mow:0:shuff:53,thought,think,Mysleli,myslet,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:55,cs:Kipling-Kniha_dzun_Mow:0:shuff:56,take,take,Beru,brát,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:55,cs:Kipling-Kniha_dzun_Mow:0:shuff:56,do,do,Beru,brát,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:55,cs:Kipling-Kniha_dzun_Mow:0:shuff:56,come,come,přijdou,přijít,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:55,cs:Kipling-Kniha_dzun_Mow:0:shuff:56,hunt,hunt,nehoním,honit,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:58,cs:Kipling-Kniha_dzun_Mow:0:shuff:59,come,come,šli,jít,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:63,cs:Kipling-Kniha_dzun_Mow:0:shuff:64,purred,purr,předl,příst,impf
en:Kipling-Kniha_dzun_Mow:0:shuff:64,cs:Kipling-Kniha_dzun_Mow:0:shuff:65,says,say,praví,pravit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:65,cs:Kipling-Kniha_dzun_Mow:0:shuff:66,pay,pay,zaplatiti,zaplatit,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:69,cs:Kipling-Kniha_dzun_Mow:0:shuff:70,brought,bring,přivedli,přivést,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:70,cs:Kipling-Kniha_dzun_Mow:0:shuff:71,done,do,provedeno,provést,pf
en:Kipling-Kniha_dzun_Mow:0:shuff:71,cs:Kipling-Kniha_dzun_Mow:0:shuff:72,kill,kill,zabíti,zabít,pf
