en:Pamuk-Istanbul:0:shuff:1,cs:Pamuk-Istanbul:0:shuff:1,call,call,nazvat,nazvat,pf
en:Pamuk-Istanbul:0:shuff:1,cs:Pamuk-Istanbul:0:shuff:1,call,call,nazvat,nazvat,pf
en:Pamuk-Istanbul:0:shuff:1,cs:Pamuk-Istanbul:0:shuff:1,call,call,nazvat,nazvat,pf
en:Pamuk-Istanbul:0:shuff:1,cs:Pamuk-Istanbul:0:shuff:1,call,call,nazvat,nazvat,pf
en:Pamuk-Istanbul:0:shuff:1,cs:Pamuk-Istanbul:0:shuff:1,denotes,denote,označuje,označovat,impf
en:Pamuk-Istanbul:0:shuff:4,cs:Pamuk-Istanbul:0:shuff:5,jump,jump,skáčou,skákat,impf
en:Pamuk-Istanbul:0:shuff:5,cs:Pamuk-Istanbul:0:shuff:6,dragging,drag,táhnou,táhnout,impf
en:Pamuk-Istanbul:0:shuff:6,cs:Pamuk-Istanbul:0:shuff:7,realized,realize,uvědomil,uvědomit,pf
en:Pamuk-Istanbul:0:shuff:6,cs:Pamuk-Istanbul:0:shuff:7,realized,realize,uvědomil,uvědomit,pf
en:Pamuk-Istanbul:0:shuff:7,cs:Pamuk-Istanbul:0:shuff:8,see,see,Vidíme,vidět,impf
en:Pamuk-Istanbul:0:shuff:10,cs:Pamuk-Istanbul:0:shuff:10,loved,love,miloval,milovat,impf
en:Pamuk-Istanbul:0:shuff:10,cs:Pamuk-Istanbul:0:shuff:10,buying,buy,koupil,koupit,pf
en:Pamuk-Istanbul:0:shuff:11,cs:Pamuk-Istanbul:0:shuff:11,raging,rage,zuřily,zuřit,impf
en:Pamuk-Istanbul:0:shuff:12,cs:Pamuk-Istanbul:0:shuff:12,chose,choose,Rozhodl,rozhodnout,pf
en:Pamuk-Istanbul:0:shuff:12,cs:Pamuk-Istanbul:0:shuff:12,remain,remain,zůstat,zůstat,pf
en:Pamuk-Istanbul:0:shuff:13,cs:Pamuk-Istanbul:0:shuff:13,began,begin,začala,začít,pf
en:Pamuk-Istanbul:0:shuff:13,cs:Pamuk-Istanbul:0:shuff:13,veil,veil,zahalil,zahalit,pf
en:Pamuk-Istanbul:0:shuff:13,cs:Pamuk-Istanbul:0:shuff:13,made,make,způsobil,způsobit,pf
en:Pamuk-Istanbul:0:shuff:13,cs:Pamuk-Istanbul:0:shuff:13,began,begin,začal,začít,pf
en:Pamuk-Istanbul:0:shuff:14,cs:Pamuk-Istanbul:0:shuff:14,seemed,seem,zdála,zdát,impf
en:Pamuk-Istanbul:0:shuff:14,cs:Pamuk-Istanbul:0:shuff:14,appear,appear,zdála,zdát,impf
en:Pamuk-Istanbul:0:shuff:14,cs:Pamuk-Istanbul:0:shuff:14,appear,appear,objevil,objevit,pf
en:Pamuk-Istanbul:0:shuff:15,cs:Pamuk-Istanbul:0:shuff:15,thought,think,považoval,považovat,impf
en:Pamuk-Istanbul:0:shuff:21,cs:Pamuk-Istanbul:0:shuff:24,Look,look,podívej,podívat,pf
en:Pamuk-Istanbul:0:shuff:23,cs:Pamuk-Istanbul:0:shuff:26,belongs,belong,náleží,náležet,impf
en:Pamuk-Istanbul:0:shuff:23,cs:Pamuk-Istanbul:0:shuff:26,talks,talk,mluví,mluvit,impf
en:Pamuk-Istanbul:0:shuff:24,cs:Pamuk-Istanbul:0:shuff:27,reminded,remind,připomenout,připomenout,pf
en:Pamuk-Istanbul:0:shuff:26,cs:Pamuk-Istanbul:0:shuff:30,saw,see,považoval,považovat,impf
en:Pamuk-Istanbul:0:shuff:27,cs:Pamuk-Istanbul:0:shuff:31,deserve,deserve,nezasloužila,zasloužit,pf
en:Pamuk-Istanbul:0:shuff:27,cs:Pamuk-Istanbul:0:shuff:31,approved,approve,souhlasil,souhlasit,impf
en:Pamuk-Istanbul:0:shuff:28,cs:Pamuk-Istanbul:0:shuff:32,writing,write,psal,psát,impf
en:Pamuk-Istanbul:0:shuff:28,cs:Pamuk-Istanbul:0:shuff:32,reading,read,četl,číst,impf
en:Pamuk-Istanbul:0:shuff:28,cs:Pamuk-Istanbul:0:shuff:32,read,read,četl,číst,impf
en:Pamuk-Istanbul:0:shuff:28,cs:Pamuk-Istanbul:0:shuff:32,found,find,našel,najít,pf
en:Pamuk-Istanbul:0:shuff:36,cs:Pamuk-Istanbul:0:shuff:42,dreamed,dream,Snil,snít,impf
en:Pamuk-Istanbul:0:shuff:36,cs:Pamuk-Istanbul:0:shuff:42,discuss,discuss,diskutovat,diskutovat,impf
en:Pamuk-Istanbul:0:shuff:36,cs:Pamuk-Istanbul:0:shuff:42,read,read,přečetl,přečíst,pf
en:Pamuk-Istanbul:0:shuff:36,cs:Pamuk-Istanbul:0:shuff:42,painted,paint,namaloval,namalovat,pf
en:Pamuk-Istanbul:0:shuff:37,cs:Pamuk-Istanbul:0:shuff:43,cease,cease,přestane,přestat,pf
en:Pamuk-Istanbul:0:shuff:38,cs:Pamuk-Istanbul:0:shuff:44,share,share,sdílet,sdílet,impf
en:Pamuk-Istanbul:0:shuff:45,cs:Pamuk-Istanbul:0:shuff:50,depend,depend,spoléhat,spoléhat,impf
en:Pamuk-Istanbul:0:shuff:45,cs:Pamuk-Istanbul:0:shuff:50,offer,offer,poskytnout,poskytnout,pf
en:Pamuk-Istanbul:0:shuff:47,cs:Pamuk-Istanbul:0:shuff:53,built,build,postavil,postavit,pf
en:Pamuk-Istanbul:0:shuff:47,cs:Pamuk-Istanbul:0:shuff:53,set,set,postavil,postavit,pf
en:Pamuk-Istanbul:0:shuff:47,cs:Pamuk-Istanbul:0:shuff:53,set,set,určovaly,určovat,impf
en:Pamuk-Istanbul:0:shuff:50,cs:Pamuk-Istanbul:0:shuff:57,discovered,discover,zjistili,zjistit,pf
en:Pamuk-Istanbul:0:shuff:50,cs:Pamuk-Istanbul:0:shuff:57,find,find,zjistili,zjistit,pf
en:Pamuk-Istanbul:0:shuff:50,cs:Pamuk-Istanbul:0:shuff:57,discovered,discover,najít,najít,pf
en:Pamuk-Istanbul:0:shuff:50,cs:Pamuk-Istanbul:0:shuff:57,find,find,najít,najít,pf
en:Pamuk-Istanbul:0:shuff:51,cs:Pamuk-Istanbul:0:shuff:58,composing,compose,vytvořit,vytvořit,pf
en:Pamuk-Istanbul:0:shuff:51,cs:Pamuk-Istanbul:0:shuff:58,create,create,vytvořit,vytvořit,pf
en:Pamuk-Istanbul:0:shuff:53,cs:Pamuk-Istanbul:0:shuff:61,gazing,gaze,zírala,zírat,impf
en:Pamuk-Istanbul:0:shuff:53,cs:Pamuk-Istanbul:0:shuff:61,get,get,přinesla,přinést,pf
en:Pamuk-Istanbul:0:shuff:53,cs:Pamuk-Istanbul:0:shuff:61,brought,bring,přinesla,přinést,pf
en:Pamuk-Istanbul:0:shuff:60,cs:Pamuk-Istanbul:0:shuff:71,aspire,aspire,usilovat,usilovat,impf
en:Pamuk-Istanbul:0:shuff:63,cs:Pamuk-Istanbul:0:shuff:73,attended,attend,navštěvoval,navštěvovat,impf
en:Pamuk-Istanbul:0:shuff:63,cs:Pamuk-Istanbul:0:shuff:73,feel,feel,cítil,cítit,impf
en:Pamuk-Istanbul:0:shuff:63,cs:Pamuk-Istanbul:0:shuff:73,finding,find,nacházím,nacházet,impf
en:Pamuk-Istanbul:0:shuff:64,cs:Pamuk-Istanbul:0:shuff:74,repeated,repeat,opakoval,opakovat,impf
en:Pamuk-Istanbul:0:shuff:64,cs:Pamuk-Istanbul:0:shuff:74,meant,mean,znamenají,znamenat,impf
en:Pamuk-Istanbul:0:shuff:65,cs:Pamuk-Istanbul:0:shuff:75,translate,translate,překládal,překládat,impf
en:Pamuk-Istanbul:0:shuff:66,cs:Pamuk-Istanbul:0:shuff:76,hear,hear,neslyší,slyšet,impf
en:Pamuk-Istanbul:0:shuff:66,cs:Pamuk-Istanbul:0:shuff:76,operated,operate,fungoval,fungovat,impf
en:Pamuk-Istanbul:0:shuff:69,cs:Pamuk-Istanbul:0:shuff:79,assume,assume,předpokládat,předpokládat,impf
en:Pamuk-Istanbul:0:shuff:69,cs:Pamuk-Istanbul:0:shuff:79,thought,think,předpokládat,předpokládat,impf
en:Pamuk-Istanbul:0:shuff:69,cs:Pamuk-Istanbul:0:shuff:79,thought,think,považován,považovat,impf
en:Pamuk-Istanbul:0:shuff:70,cs:Pamuk-Istanbul:0:shuff:80,forget,forget,Nezapomínejme,zapomínat,impf
en:Pamuk-Istanbul:0:shuff:71,cs:Pamuk-Istanbul:0:shuff:81,call,call,nazval,nazvat,pf
en:Pamuk-Istanbul:0:shuff:78,cs:Pamuk-Istanbul:0:shuff:90,find,find,najdu,najít,pf
en:Pamuk-Istanbul:0:shuff:78,cs:Pamuk-Istanbul:0:shuff:90,waiting,wait,čekat,čekat,impf
en:Pamuk-Istanbul:0:shuff:79,cs:Pamuk-Istanbul:0:shuff:91,met,meet,setkával,setkávat,impf
en:Pamuk-Istanbul:0:shuff:80,cs:Pamuk-Istanbul:0:shuff:92,loved,love,miloval,milovat,impf
en:Pamuk-Istanbul:0:shuff:80,cs:Pamuk-Istanbul:0:shuff:92,left,leave,opustila,opustit,pf
en:Pamuk-Istanbul:0:shuff:80,cs:Pamuk-Istanbul:0:shuff:92,saw,see,viděli,vidět,impf
en:Pamuk-Istanbul:0:shuff:81,cs:Pamuk-Istanbul:0:shuff:93,summon,summon,povolat,povolat,pf
en:Pamuk-Istanbul:0:shuff:81,cs:Pamuk-Istanbul:0:shuff:93,reminding,remind,vzpomněl,vzpomenout,pf
